"DisplayName","AverageScore"
user519192,-2
Stephen Touset,10
user117936,0
Egor Kloos,0
Ethylparaben,1
deet,1
Dugi,2
dummyprogrammer,1
user426657,0
Thyraz,1
"0scar",5
sfider,2
kossibox,1
Old McStopher,2
Nowayz,1
Gamini,0
user5474,2
apalopohapa,9
Drazen Mokic,0
Cvn,3
fausto,1
mns,16
Mathieu Ravaux,2
Hansel,2
Rinkesh,0
m paul,1
user416685,0
Kamen,1
Karl Katzke,0
Kiran P,-1
dagogo,0
lani,3
mizou,0
lorano,0
Compulsion,2
Adel Hazzah,15
Mi.,0
Davoud Taghawi-Nejad,4
fprobst,6
cwap,3
user264636,5
User_003,0
Harry Wood,2
user257282,1
Bernd Baumanns,1
gasche,8
user389061,4
Leonardo M. ramé,5
Alex Sadler,0
otherchirps,6
Jeffrey Hulten,2
Shaun Kohanowski,0
spiral,3
cless,0
Jonathan Michaels,0
Roughmar,7
Tim Alexander,3
user63466,1
John Cuckaroo,6
user130325,1
VBscripter,1
swi,0
MysterM,1
Juzer Arsiwala,3
thebol,3
gsirianni,0
Dishant,2
user428958,0
qweet,8
ETroll,1
Sean Moubry,5
toledot,1
cristi,3
optimist,0
Joe Creighton,12
gwegaweg,0
knawlejj,2
Emre Erişgen,3
Tobias Lütke,28
anemitz,15
Paul Zaczkowski,3
user203212,1
Selçuk Yavuz,12
Drew Olson,17
vooD,4
ceege,0
user319080,5
mem64k,4
wakingrufus,1
rulestein,0
Antoops,6
Simar,6
Nightwolf,5
sec53,0
Quango,2
Tori Marrama,3
CSharpeANdJavaGuy123,8
Philter,2
lannguyen,0
rakzz,0
RLuceac,1
Alex Goven,3
Andreas Jydebjerg,0
Venus,2
Sheikh Usman,3
jameszhao00,5
Tony Cruise,10
momd ali mohd,1
thotaravi,-1
user400365,4
rogerhu,3
Gunnar Steinn,3
Aman Neelappa,0
Chuck Duquette,17
Peter Sysko,3
ccoxtn,9
randomThought,5
udaya,6
Ioannis Pappas,1
user401574,4
algo1233,1
Swistak,76
Mistiry,1
Rob van der Veer,0
David Nix,4
Nav,3
lyxera,6
vixos,1
kmaxeg,6
Yuval Perlov,1
chrissygormley,23
Lonn,0
HunterX3,3
Yazeed,2
Tomas1,2
ahamed,0
BadShark,1
Czubaka,7
user437172,-3
Arron,1
botismarius,4
kr1,1
Donovan Palmer,0
Emerson Taymor,3
coderaj,4
Nathan Lee,8
nzduck,0
Muleskinner,9
Trismegisto,0
Joseph Huttner,1
BobB,47
Krzysztof Romanowski,3
Yogesh Chaudhari,0
Jeff Cliff,5
Nick Holt,3
nickohrn,4
ajjfpapaj,0
jondoe,1
Saar,3
Mike Willbanks,7
ehfeng,2
gkanwar,2
gordon-quad,6
user345612,1
testymctesttesttest,1
Naif Amoodi,5
insomniak29,3
Adi Unnithan,1
user276966,0
Navigateur,2
small_ticket,5
hoserdude,6
marcinkuzminski,3
JeffJak,4
Pettis,0
user306031,0
Shakirov Ruslan,4
user318643,0
tcpUser,1
gmistic,6
aseesing,12
naumcho,6
cjm,5
Farhan Zia,7
Spacen Jasset,2
gbenshim,0
Reznor,3
nickyp,1
codegarten,2
CMen,4
md.,2
Laurent Simon,11
Nolte919,1
KCorax,3
c4rrt3r,1
slandau,0
wannabenerd,2
SideDishStudio,5
sai teja reddy,0
Peter Eisentraut,6
sid99,1
Jefim,2
user353916,2
vongoo,0
Lee Louviere,1
bochgoch,48
CharlieG,4
Neville,0
fieldingmellish,4
podperson,4
user518333,0
olen_garn,27
Jan Tielens,2
janosrusiczki,2
JLads,2
Jamie Woods,1
Jaysen Marais,2
user242772,11
Jake Krohn,1
Sir Scalawag,19
Martijn Courteaux,6
enthusiasticgeek,1
someguy198650,0
Todd Hilehoffer,0
labyrinth,2
user246298,0
Gustavo Barrientos,5
Tarun U,2
Venemo,5
Ultrahuman,0
mpeterson,21
Olaf Monien,3
KSolo,1
Nada Aldahleh,2
Govardhan Reddy,5
Carlo Medas,2
Mark Phippard,5
Thomas Aregger,3
Jonathan Schmidt,0
qet,1
Purplejacket,1
andreweskeclarke,8
Rahul Somwanshi,2
Sky Chen,1
rinrin,0
TTR,1
Bruce Johnston,25
chester89,4
KevinRF,1
mazelife,10
Filip Kunc,1
user378385,0
Ciaran McNulty,25
ilDocteur,1
holms,2
tomazv,2
Kelli Shaver,1
Anmol Bajpai,1
tunc,0
vimal,1
Blixxy,16
Eaglebird,2
mason,24
Scott Oppliger,1
alka pandey,34
Jonk,1
NileshChauhan,4
user395448,0
Jayanth,3
user458631,0
Tatchung,0
Lior Frenkel,2
Gern Blanston,47
quip,4
xkcd150,28
user193891,2
alnico,1
BillRoth,0
DkM,0
Vusa,2
gkrdvl,4
infiniteloop,2
dma_k,4
johnny26,0
zmaril,0
Kakey,2
Kobben,2
marcog,16
Paul Schifferer,2
tredontho,1
Mewzer,3
GAJ,0
Andy Dang,0
zx.,1
Harshad Vyawahare,1
Lincy Chandy,0
InstantSaint,0
bltxd,10
Greg Laws,0
Anders Eriksson,3
Luke Murphey,3
user218605,0
boki,3
nktokyo,0
fubar,6
Gerhard Schlager,2
Naim Ibrahim,9
Timothée Boucher,2
ahqing,16
JeffL,2
Ramon Tayag,8
damndirtyape,19
Jeremy Whalen,11
sentiao,0
Alex Unger,2
AngeloBad,7
dheerosaur,6
Panic,1
Corneliu,2
Behdad,0
Jivings,1
felixlaumon,5
Aries,23
zetareticoli,3
Lewis Peel,0
Peter Andersen,2
Erich Richter,4
annouk,1
Bartvbl,1
Maxymus,2
Doron Yaacoby,13
Elliott Hughes,4
Francisco P.,3
user555412,1
mrcool,0
Nate W.,2
michbeck,2
Pawan Mishra,0
goku87,0
just_cause,3
Pr301,2
Leslie Peer,0
ATT,1
zizzamia,2
alex turner,2
Peter Rowell,3
user500432,4
salgiza,7
Kashyap,0
roady,1
nomadicoder,6
Gabriele Petrioli,4
Laura Kalbag,3
darelf,7
geme_hendrix,3
Lucas Cria,0
"7wp",8
Manish V,4
Aron Ahmadia,6
NSanjay,4
Tyranitar,1
Converse,6
Brimstedt,2
supershabam,1
andlomba,2
scjohnno,4
Gretchen,6
Richi,4
Devin Burke,0
Jillfrey,1
Mosi,1
IvoryHeart,1
Ami Hai,0
imcaptor,1
Géza Prouza,6
lonegunman,12
Robert Venables,4
srirama,1
Sir Wellington,1
harmen,4
Devi Das,0
Bohumir Zamecnik,11
Adam Ramadhan,4
kivy,3
dukethrash,2
dongshengcn,40
Alphaneo,5
amann,3
user558943,2
user160108,1
grayshop,43
Ümit,3
Harald,2
Ademan,1
peleteiro,2
the_new_mr,1
Smile.Hunter,0
user548800,2
greencrab,5
user181345,0
Dakine83,1
kbenson,2
Umit,0
etc,2
notmp,1
wkjagt,0
muhan,8
Surya Suravarapu,10
Mike M.,5
Johnicholas,2
Adam Luchjenbroers,4
swami,2
LordTwaroog,2
Donald E. Niman,4
Kevin Hendricks,1
Clint Pachl,4
Ceki,8
Sudantha ,4
Augusto Càzares,0
Augusto Cazares,0
Navii,0
Stu,5
Edda,0
Kipton Barros,4
shashank kadge,-1
eski,1
John Price,6
Jan Schierkolk,9
Eze,0
deadlock,5
Amos Newcombe,3
user373296,0
smailq,2
webLacky3rdClass,4
Lynn Rey,1
davesw,2
Clarkarot,1
ustar,1
zali,0
perrot,0
shiva L,1
Crazywizard,13
Dirk de Kok,2
Gonçalo Queirós,2
Andrius,9
Poppanator,0
PoweredByPorkers,3
Sijin,3
Rahel Lüthy,4
Chad Scharf,2
marmalade,0
gefu,0
Joseph Salisbury,4
Rodney Amato,14
Guro Khundadze,1
TyrionLannister,0
Zhongxia Zhou,4
Ed Brannin,39
F0RR,6
JYelton,4
Monir Abu Hilal,2
Fr4gg0r,0
Pawan Rao,10
Thomas Baun,5
RecursivelyIronic,0
codeScriber,1
Jarrod Davis,2
manni,8
EhudBRAK,3
StefanHayden,5
Charles Peterson,3
D'Nabre,10
Josh Darrow,0
jjczopek,1
Farade,1
Jim Johnson,0
Gabriel Hurley,9
crew4ok,2
knorthfield,2
psihodelia,11
ryanrdl,2
samo,2
Cory Gwin,3
amit kumar,0
Serge Aluker,3
imfrancisd,3
BheemK,3
Étienne Barrié,40
Jimoc,2
Tshepang,6
tobiw,1
Linto P D,13
Rutvij Shah,1
Yukiko,4
Stéphan,1
Stephan,4
john m.,2
Lahiru Gamage,0
fengshaun,5
Bally ole idjit,6
Stanislav Stoyanov,9
ThomaxVision,-2
FK82,2
user445740,1
John Pirie,4
pssguy,0
weotch,4
Joe Hughes,2
user215303,1
scootklein,2
mikic,1
wcy0942,0
JPO,0
Mustafa,8
Alexis Lopez,2
Quaspam,7
Don MacAskill,13
TheDeadMedic,3
user271280,1
Scott Leckie,0
hyliker,8
Lobstrosity,4
fungusakafungus,0
Robert74,5
sfar,4
Doug Shontz,0
Mila,1
prabh,1
simoes,8
busdude,0
cornergraf,5
BendiLow,0
Reza.A,0
sunburntfish,2
csbg,1
themba,0
Todd Kendall,2
Filip Lindboe,2
unjust,1
user317600,4
David Snopek,11
The Psicopath,0
J. Chris Compton,0
Intrigue,2
inahill,1
user24518,5
İlknur,0
DrPheltRight,2
davidg,3
zkaje,0
spangs,0
jweile,1
Max Cascone,1
Chaim Geretz,1
user12861,4
EvilPuppetMaster,29
rogdawg,1
Vahid hashemi,2
user319895,2
jtkendall,0
Joe Armstrong,47
BLHolliday,2
DarrylGodden,0
Minimul,0
BillyBBone,13
Googol Shan,8
issinoho,2
JMendoza,1
Christian Schlensker,2
rakslice,3
Kamal Challa,2
CJD,1
Robin Nixon,2
Sam Tassell,1
Winis,1
chinpavan,0
strtok,1
darkliquid,20
brs,5
dotnetnewbie,2
Flarkar Mildijamm,0
dlrust,21
Nithismiles,16
Brock D,15
user89220,3
eftpotrm,1
Michael Ilyin,7
Nicholas Sideras,6
Christian,5
Scott L. Burson,1
Tim Wentzlau,0
GONeale,10
user200245,4
William Hand,1
Daniel Södling,1
spjack,1
Christoph Tavan,1
shreddd,15
LGFaler,1
apis17,1
Doug Diehnelt,1
Arturro,2
Ares Desmoulins,1
Nikoi,0
Matthew Leon,4
Ekkmanz,2
OwlCity,6
Arpit Rai,2
vidit,-3
Rob Nicholson,1
user90638,1
griZZZly8,1
appr,2
Pasha L. Topchiyev,0
user548936,0
Ben White,1
RegexCoder,3
Adam Kane,6
stiank81,10
Akshay J,6
Qtacz,5
RyanZA,1
user546611,0
user15039,0
msadoff,0
Iffy,1
tilthouse,1
user26640,4
Kuba Suder,21
postpostmodern,4
dudemeister,2
SinusRhythm,1
tylercomp,0
fastAwake,4
Trinetra,1
James Wulkan,5
Najitaka,1
t.o.f.y,0
Abuthakir,1
Viktor Stolbin,1
heldopslippers,2
Dani Radulescu,5
Darfuria,2
user488084,2
Marco Tolk,3
Artyom Sokolov,5
Blekk,0
yyyy1234,94
jeri,1
Mitesh,1
Chundong Wang,5
Roberto Bonvallet,14
jr3,0
SlowGrace,0
trike,0
ajish balakrisnan,2
honzas,6
user112952,3
Probocop,6
user270308,-3
Felicita,0
G0z,0
hephestos,1
tiagovrtr,1
portoalet,4
Streklin,2
nolanpro,6
ablemike,1
dpalita,0
user361756,4
Timon,6
chrisd,2
Alasdair C-S,3
BCran,3
giladbu,8
xokmzxoo,3
coyoteugly,1
Alban Fonrouge,1
ThR37,4
Martin Sigbjorn,11
Hone Watson,3
Kallol,4
sachinjm,2
chief7,14
flyersun,1
HoneoyeFalls,3
PS.OHM,12
Doug Kimzey,1
Sean Taylor,22
prasadvk,10
Gerard Peter,0
Josh Peterson,0
nogudnik,5
Wilfred Hughes,5
user27619,1
jpep,2
Maurits Rijk,4
sudhavamsikiran,2
Cristian Vidmar,81
James Talbot,1
xavoDev,0
MikiRei,1
Jyothi Sangam,0
Ravindra Gullapalli,0
Vexy,5
aridlehoover,11
Robert H.,4
Flowpoke,27
Damoven,0
Trom Bone,2
jetru,3
flurdy,3
Andrew Hooke,1
kenshin,0
Claude Martel,1
sangaran,0
Martino Sabia,5
markmuetz,83
HABO,1
RTA-Dave,1
Gregor Müllegger,11
Jacob Bellamy,5
klpmsdgv,0
Anthony Martin,1
hussein abdullah ,-1
farfareast,3
mjcarroll,1
gsk,12
RecentDarkness,3
Marko Krajnc,0
Ken Egozi,1
morris082,6
Lee Chou,2
Llewellyn Preece,2
mikua,0
Tushar Maru,3
luisdogg13,2
IrenaB,1
probbins222,2
DXTR66,0
Falk ,0
Kevlar,6
Janson,79
LovePalmPre,1
Joemarie Aliling,2
luft,15
nbest,0
user460064,2
Rippo,3
George Piva,0
tinkerr,3
syoleen,1
JJ_droider,1
Nikola C,1
Joel Reymont,5
user85511,0
leewillis,-2
Simon Bertrang,3
John Leehey,3
k0pernikus,0
epeleg,3
David Park,0
raitucarp,0
Essex,0
sushi,1
Tomer O.,1
"573f",2
Danas,2
Yavo,0
Akram Issa,2
Chris Dibble,6
bjnortier,6
Palantir,5
m14t,3
anog,6
Raheel,4
imyousuf,1
Tomasz Kowalczyk,2
Yves L,1
yood,6
RobW,2
Yakeen,5
stevejb,5
pmdarrow,0
Vynile,0
Bicubic,0
Asela Gunwardena,1
user74824,12
SidFerreira,2
mkro,1
DotNetEditor,15
SomFred,4
ccrazy88,1
Danubian Sailor,3
Wiredman,1
Lucifer Sam,3
Robbert Huisman,3
Surjit,3
downwitch,3
Vivek Jain,3
ansi,0
Waleed Khan,6
David M.,3
shree,7
denkfaul,4
RnR,4
Michael W.,6
ncubica,5
Goldcoding,1
azuldelcielo,2
Gratian Lup,3
jay_t55,4
Norman Clarke,2
nullvoid,0
Paul Hadfield,1
yaseen,0
condde,3
Andrew Jackman,1
Uraji,1
powel,0
Martin Drapeau,70
dvim,4
dmi,6
Patrick Klingemann,3
Vladislav,8
mikestew,1
MrEnder,1
Gwood,14
mepster,431
lod,1
plugmind,9
thommyslaw,17
Michael Gerasimov,1
The Slicer,5
user235024,2
easwee,6
mrisher,1
Elf King,1
EvanGWatkins,2
Syed Aslam,2
Sp1der_Net,-5
aparkerlue,4
MkUltra,3
JBickford,4
ToaDz,0
nomann,1
Benny Ng,0
arsenbonbon,1
Mehdi Dehghani,1
Jamie Pinkham,2
user404432,1
paperclip,8
Ordo,1
Peter Szabo,12
mmarqueti,2
Draconic,2
olegt,2
lhoess,0
rahim nobakht,0
edosoft,7
Rulas,8
Avi C,0
axs6791,3
bbeckford,1
Mike Cialowicz,8
Anuj Kabra,2
Kidambi,-1
comradecow,0
Tersius,1
Steve Howard,1
fcingolani,2
Filip Stas,0
EndsOfInvention,1
PapaK,1
Emerald,2
Dirk,6
vidhya jain,1
pramodc84,11
Lou Kosak,4
squeeks,4
StefanHa,1
StormianRootSolver,1
mdominick,0
Steffen Opel,4
rhigdon,3
teest1,0
pessi,3
ePharaoh,25
zm1th,0
Recursion,4
Moonshield,1
Cy.,7
Michael Wolfe,2
naasking,5
maniek,16
Xiong,6
Dean Kaplan,0
atree,1
Piotr Dobrogost,6
steprobe,3
JGurtz,9
jmardones,0
Tina.L,3
user461342,1
Andri,7
descf,1
user366203,21
user461900,2
miaomiao,4
Mawk,2
Jaime Schuster,1
Magnus Eklund,4
user397348,0
codan75,1
sabarinathan,2
Xaxis,-1
Alok Avjeet,6
citrin,3
user83759,2
user136281,20
morotspaj,1
Sagar Hatekar,1
Tim F.,1
Pedro Gil,1
margusholland,1
Isaac Moses,2
Merovex,0
Alain Verleyen,0
Kei,4
Biro,11
halfak,41
lazo,3
asdrubael,2
Rich Homolka,3
Steve Krile,3
Maxim 'Zert' Treskin,5
Dr Fred,2
The Code Pimp,19
Frenchie,0
ajh158,2
rluba,7
kalpaitch,2
bitcruncher,3
bone33,1
Erik Corona,1
Al Rodgers,1
Peter van der Heijden,5
Jakob Gade,3
Jason Jardim,0
Jobin,1
ChatMiro,0
Fredrik Berg Kjolstad,14
gjm,17
Denis Fileev,63
stw_dev,3
doriath,3
cppb,3
Coroos,0
Naina Mohamed,3
waldyrious,0
Sushama Mirashi,0
Danny_E,0
Caleb Sandfort,4
jalagrange,1
eljainc,1
Daniel Segan,3
Edwin Lee,15
Dieter Maximus,2
ry_donahue,0
tagadatsointsoin,1
ironsam,1
eckes,8
thelsdj,12
Mattew,10
Artanis,4
Bob Stewart,3
rndblnch,6
Metalstorm,1
James Osborn,2
littleK,9
Dominic Bou-Samra,8
palcan,2
hasane,2
bbum,10
user33366,1
Michael Wells,2
Haltz,0
Etho Coste,4
Shahib,0
Yohan P,1
Imran.Fanaswala,2
Scott Greenman,3
AmanicA,1
J Francis,6
pocketfullofcheese,1
Adam Tootle,3
good,143
Simon Uyttendaele,6
Ivan Petrov,0
Eric Floehr,4
GarethV,2
Mengfei,0
MadMax1138,2
J-16 SDiZ,4
Kridsada Thanabulpong,2
Felix Lange,4
niranjan sharma,1
alext87,2
mechcad,3
Lewisou,2
Bill W,1
Joe Brinkman,3
user122197,1
Carlos Gomez,3
scooz,6
gnuchu,8
anbhat,4
David Larrabee,0
GremniX,0
IwillAcceptBestAnswer,1
GuzZpaWn,3
N2EE,3
PhoebeB,3
Shaihi,2
lok,10
Emil Hammarstedt,1
willpowerforever,0
user484616,2
Valters Vingolds,5
Dingo,7
russian_spy,6
Robert B.,1
user237784,0
user275554,80
Jim D,1
cepukom,3
Shajid Thiruvathodi,1
cytzol,2
carpenter,0
cbrown16,0
Joe Fair,2
Shakti anand,0
leef,0
W M,1
mchestnut,1
Noah Medling,16
Andreas Blomqvist,0
superedi,0
Jim Thompson,1
Andrey Tyukavkin,1
rasmusvhansen,0
emk,98
Aaron Digulla,5
wehriam,8
jcartland,1
BreakHead,3
Aikitect,0
Ken Klaft,3
Clinton Reilly,21
Greg Sansom,7
Aquilae,1
user217905,1
hp laptop battery,0
Amanda Egan,2
Esteliano1979,3
BobRodes,0
SAinCA,1
mastofact,2
ccebby,0
rajaram,2
ttonelli,242
dckrooney,1
chalda,1
sdanelson,5
Jupstejuho,1
capnsue,4
Tobi Oetiker,1
user354488,6
n.chappuis,0
changus,1
ze_duff,2
Randy Cleary,2
crazywill32,1
esukram,8
fryguybob,10
plyawn,4
Ritesh Manchanda,1
user462794,2
Pablo Romero,9
Packetslave,1
rchamberlin,0
Maarek,0
thekevinscott,5
JodaStephen,12
mindcrime,1
Riskbreaker,0
John Gordon,2
pankrax,197
jasir,0
tito,4
ishfaque ahmed,-1
aztec,1
Darius Poyer,0
asp.nerd,0
jeeyoungk,87
Denis Mitropolskiy,3
Srav,0
DaLeMag,1
Qassim,5
W Lee,-1
AnnaR,6
Bob Tefft,36
kasrsf,20
Bz01,1
user46665,10
user78084,1
Noona,1
walton,5
Brad Webb,1
findchris,0
user517164,0
rks,0
anhnv,1
Ole Tange,7
Nikita Ignatov,9
Bill B,4
wildfire,1
Christi,0
abcdefg,10
Thomas G. Liesner,0
Zorglub,4
Muuh,0
tismon varghese,1
J J,5
libnet,0
The Fiddler,2
Andyroo,41
dan1dyoung,1
New Builder,0
Marcos Marin,5
Nick Thomson,0
Cann0nF0dder,2
kunal-iPhone Developer,1
ejsuncy,20
"0sh",0
Grave_Jumper,54
lavakumar,0
akrant_iOSDeveloper,0
erodewald,4
emvy,1
Daemon,1
Sean Madigan,1
user368580,0
Jostein Kjønigsen,1
Colin Barnes,3
vdoc,1
eduardolucioac,1
fenway,0
Senturk,1
Shane Daniel,6
tgflynn,1
m0rtimer,1
Jon Shemitz,3
Camden Daily,7
WebDude,10
johko,1
felbus,13
Joey jie,1
Tim Garnett,2
JoeRod,3
Kenny Yuan,2
user31642,0
Kent Johnson,0
user192048,4
dulac,0
user226007,10
Capital G,1
Benoit Caccinolo,2
Brian Morearty,1
user248359,1
Hafiz Gee,1
Billy Samuel,0
integris,0
Josh Kahane,2
James Burnstone,3
rnielsen,21
dayscott,1
Alex Rouillard,0
Aatch,3
Steve Bridges,0
Luis Aguilar,1
faberfedor,2
SRoe,8
rotifera,1
user436748,10
Edward Abrams,75
Poso Lingofe,3
p17373,3
eordano,6
Aaron Maenpaa,47
Luka Marinko,6
Emendz,1
Erik De Rijcke,2
cottondave1,0
StefanPapp,12
Rodrick Chapman,3
Fawad Niazi,0
Mr_and_Mrs_D,2
luckydoo,2
tbrownell,0
EC.,5
Offe,3
Roshan Sharma,1
glhfgg,1
Lorenzo Melato,3
Nico Huysamen,3
user310316,0
verror,8
ThingsJs,1
Jaco de Villiers,4
Drei,2
NATTO,3
Tillmann Carlos Bielefeld,40
Mariusz Biesiekierski,1
FCB,0
Aruch,11
ihoka,0
postfuturist,16
Oddleif,3
DarkClimate,1
bratna,0
"12may",3
Snehal Patil,0
BX69,6
Anon4this,1
Ninja Turtle,3
Derik Nel,2
eaj,2
devilsam,1
user359931,0
miliu,27
BtD,1
Muller,0
Quincy Kwende,3
Hien,10
jamesvl,61
Raph,2
räph,4
P4tient,1
user319435,2
dan_vitch,3
Jorge,3
pravakar,0
RPD,0
user522032,0
Roaker,1
user436179,17
RajeevSahu,0
spiknik,1
FloatingPoint,0
user143112,1
palecoder,0
Ramona Maxwell,0
David Findley,10
d.lam,0
user456064,2
opteronn,0
David T. Macknet,3
Joseph Connolly,0
Zanfe,2
Oben Sonne,5
Cengiz,0
David Woolf,0
Mikhail Edoshin,1
"5Refra8E",3
Farshid,0
mallika,-1
Indraneel,0
davertron,9
Jeff Axelrod,10
David Reynolds,36
KuRouZu,7
pokita,8
Martin Klepsch,15
shadrik,0
Mark Smith,7
Gulzar Nazim,11
Ilona,-1
Mahmoud Adly,0
tftd,0
fchasen,5
Rawheiser,0
SK0004,0
Ulrich Schwarz,1
middus,4
Amit K Mathur,3
awinbra,1
James88,2
Sastopher,4
sashomasho,1
rafalmag,3
pound42,1
Michael Irvin,5
Wenjing,2
twodayslate,2
nicolamontecchio,3
Carlos Hugo,0
Mark King,2
Héctor Vergara,1
Alex Ciarlillo,4
user242632,2
rlduffy,1
Mr. Mr.,6
ilsologheo00,1
Kevin Buchan,4
Kartik Shah,4
Tuan Anh Hoang-Vu,1
Smorpheus,4
Mia,2
echochargen,0
chromakode,25
Scott Stevenson,0
MobX,2
Aaron Arnold,5
stoneboy,8
Hurans,10
Dave Boldt,11
migapril,1
heydmj,0
amit yavalkar,0
Tianzhou,3
IMHO,1
Ra y Mon,1
user337390,3
john suo,3
egze,6
Coocoo4Cocoa,22
rinogo,4
rcdmk,0
rmamedov,0
yue zhang,1
Tim Stone,7
Mike Klein,3
Demian Kasier,2
João Víctor,25
Dancrumb,5
Ravisankar S,0
Bartłomiej Kalinowski,4
Gramic,7
Gil Yosef,0
ADALINA,0
Staffan Jonsson,1
Abdeslam,0
Yols,1
Jake McGraw,52
tehvan,5
Antony Perkov,3
shi11i,0
Fran Sansalone,0
OpenBSD,0
craftedpixelz,1
Alex Whittles,3
Peterson32,0
dcw,6
Brainache,0
Tushar Gupta,4
Terry V.,2
Sunjay Varma,4
castis,2
Mark Richman,28
Shaun Budhram,3
Atul Raut,4
Mujtaba Haider,2
Mantas,14
Patrik R,2
Jake Middleton,0
Søren,0
Soren,14
Meeeee,0
Sören,1
peace_within_reach,2
user263348,0
Jonas H.,26
naweli,0
Thibaut,7
Alessandrino,0
Nikhil Dharap,1
TwentyMiles,3
wshato,1
Sammo,4
Britto,1
Emilio Silva,3
futtetennista,6
Epiphany,3
user127665,3
eastender,2
James Wilkins,0
ade123,1
dagray,8
Rajendra ,1
Dorkygrin,0
HollerTrain,1
Alex Bridges,0
Michael Pedersen,8
Bas van den Berg,1
Gui13,5
rMX,4
Christian Payne,7
user106011,42
aperkins,5
lotsofsloths,2
David Calhoun,30
kpatelPro,3
johnmyleswhite,9
Enrico Susatyo,2
Thiago Gabriel Leite Ferreira,1
Trezoid,1
user170644,2
Holystream,1
Bhramar,0
Ajadex,8
user445293,5
Slade Villena,6
mina70,45
gurney alex,4
Samdrain,1
luckyme,1
Patrick McKenzie,5
Magnetic,0
user380603,1
ehsun7b,3
svenor,2
hanfei,0
ebasconp,2
Bryon Williams,1
MiniQuark,21
McCrille,6
nowk,34
Alfonso Vasquez,3
Stephen Lloyd,4
Brian Walker,3
Klstwj,0
Orion Ifland,1
prateek jain,1
SteveL,1
user89793,2
user183037,2
ndemir,10
richard couch,1
EmirZ,4
iamiend,1
amani,1
Radhe Shyam,6
Chris Charabaruk,4
Unflux,1
onethreefour,0
jartaud,0
miromiroslavov,1
hugs,2
arrtchiu,1
Michał Chaniewski,8
Azat,8
Simon Munro,6
Arrel,56
ks1322,19
Spasas,1
vmdm,2
Akhilesh Sharma,0
nopnop77,2
IPadHackAndSlash,25
"0x808080",0
Travis Christian,1
Mumphster,0
Programmer_P,0
WiffleBat,2
Pedro Pedruzzi,5
user359936,1
thuanvh,1
Velislav Gebrev,3
Rob Garrison,10
Mr. Ben,8
Dean Edwards,42
Hammad Tariq,1
Michael Lorence,3
Rozalap,1
Carl J.,2
tksy,3
tish,0
ma2moun,0
user476695,9
Tim R,5
Naikrovek,1
Karel Kral,49
E1.,1
Kaz,1
user179056,1
Earthfall,0
Scruffers,16
dholbert,9
verlager,0
Jits,18
Birol Kuyumcu,1
filster,0
luxifer,1
Tom Maeckelberghe,1
Rabbott,4
Teleo,1
Adish,0
W. Russell,13
a bansal,1
DarKA,0
Derek Lerner,2
user444501,0
k20,1
feisley,6
jestges,1
dimitarvp,3
Adam Wiggall,0
Kibbey,0
Ken Aspeslagh,6
Green Giant,3
Beth Whitezel,2
DARSHINI DESAI,2
GuyBehindtheGuy,3
jalex,5
Joe Masilotti,0
user411251,0
joedillian,1
Ponchai,-1
wmeyer,1
lctr30,3
christophmccann,5
lander16,16
ILX,8
skidave74,0
AaronDefazio,5
msvalkon,2
Sid,4
Valuga,2
outro56,1
Hrishikesh Murali,0
Guy Stevens,0
Variant,2
BServiss,1
Tsais,5
user473279,2
user515883,0
eeneemeenee,7
Sywesk,0
user136711,0
m gahagan,0
DELETE THIS PROFILE,2
John M Naglick,8
Oleg I.,3
svu2g,22
Raghave,0
Magento Development Company,5
user545424,8
criscokid,1
Dan Serfaty,3
Mornedhel,1
user360500,1
codebyren,1
Chris Metcalf,0
chiao,4
user22730,4
rathu,0
Thornza,0
kimifan,-1
Daniel Waechter,9
Chris Salter,4
David Jaquay,9
David Moss,1
labgeek,0
tom man,1
blm22,1
Michael Waterfall,10
alexanderblom,6
plalex,1
Roberto Camargo,0
Clark Nova,0
T. Brown,6
Christina Bang,10
brzozow,4
Yifan,1
DonHaji,2
Tyson Zwicker,1
Ankit,3
wulfgarpro,1
raf48,0
akira_x,1
elQueFaltaba,0
Prashant Nidgunde,0
user325282,10
MultiDim ,1
user237147,3
pjbrown88,3
Josh Metcalfe,9
mlevit,4
Mark Bowman,5
vikram nayak,1
Ziffusion,3
user302593,1
Kurt Schwehr,0
user486848,0
lacroix1547,10
Tristan Seifert,2
Kninnug,4
Binary Nerd,5
TreDubZedd,2
Paul.Sorvik,0
Ankur Gurha,5
user376436,0
user392139,1
psartini,1
Roger Jones,6
R4D4,0
Erlend Leganger,6
Andrew Bartkiv,0
fangzhzh,0
Benjie Holson,7
Dean Hill,15
viahal ,0
Philip Bevan,0
jonaskje,1
Jose Gonzalez,0
AGraefe,3
Graham Clark,3
roguesys,2
pinxi,0
Cian E,9
muhammadlodhi,0
Andrew Gee,1
Jason Weathered,10
Joe Casadonte,6
Jan Jongboom,3
Jeldrik,3
user191131,5
horatius83,2
Ricky Jones,1
user481220,0
Nezzit,13
Sriram Krishnan,1
Oak,5
Robert Ross,2
TomB,0
Voropie,4
Carlos Nunez,1
michuk,3
Ed Haack,0
HappyGeisha,5
Kim Bowles Sørhus,0
S L,0
SpeakingTree24,0
peroseth,1
user65673,1
bhunter,1
user473445,5
Malaken,0
user530639,1
Bob Bobson,7
mayaalpe,47
jaz303,11
Pierre de LESPINAY,23
